glottocode,LANGUAGE,FAMILY,MARKER,GLOSS,STATUS,AFFIXED_TO,NEG_SCOPING_OVER,AFFIX_SCOPING_OVER_NEG,EXAMPLE,GLOSS,TRANSLATION,COMMENT,REFERENCE,TYPE_OF_REFERENCE,PAGE,PAGE_EXTRA,,,
mats1244,Matses,Pano-Tacanan,-en ,NEG,suffix,V,,AUG,Cho-en-quio-da ic-e-Ø,Come-NEG-AUG-UNCERT Aux-Npast-INTERR:1/2,Are you not coming? ,,Fleck 2003,Grammar,990,362,,,
mats1244,Matses,Pano-Tacanan,-a ,NEG.PERF,suffix,V,,EMPH,tsaodi ubi chui-a-bi cuen-ac que-onda-sh,I.dont.know 1.Abs tell-NEG.Perf-EMPH run.off-Infer say-Dist.Past-3,"“I dont know, he ran off without telling me”, he said. ",,Fleck 2003,Grammar,,408,,,
mats1244,Matses,Pano-Tacanan,-en ,NEG,suffix,V,,UNCERT,Cho-en-quio-da ic-e-Ø,Come-NEG-AUG-UNCERT Aux-Npast-INTERR:1/2,Are you not coming? ,,Fleck 2003,Grammar,990,,,,
mats1244,Matses,Pano-Tacanan,penquio,NEG,enclitic,"N, ADJ",,UNCERT,Në-mbo penquio-da ic-o-sh,Here-AUG NEG-UNCERT be-Past-3,Wasn’t it here? ,,Fleck 2003,Grammar,614,,,,
mats1244,Matses,Pano-Tacanan,penquio,NEG,enclitic,"N, ADJ",AGT.NZR,,abuc cani-quid-penquio schëcmaucudanmës ne-e-c,high grow-AGT.NZR-NEG palm.species be-Npast-INDIC,The schëcmaucudanmës palm does not grow tall ,Following N/NP,Fleck 2003,Grammar,718,,,,
mats1244,Matses,Pano-Tacanan,-enda,NEG.IMP,suffix,V,ANTIP,,Taë-n bed-ta se-me-an-enda que-quin,Foot-LOC grab-IMPER pierce-CAUS-ANTPASS-NEG.IMPER say-while:S/A>A,Grab his foot (in order to) not let him shoot me (with an arrow)! ,Imperative suffix. ANTIPASS = Antipassive,Fleck 2003,Grammar,,,,,
mats1244,Matses,Pano-Tacanan,-enda ,NEG.IMP,suffix,V,APPL,,aton iyua pe-me-shun-enda,3Gen pet eat-CAUS-APPL-Neg.IMPER,Don’t feed his pets/chickens for him,Imperative suffix,Fleck 2003,Grammar,351,,,,
mats1244,Matses,Pano-Tacanan,penquio,NEG,enclitic,"N, ADJ",AUG,,Nua-mbo-shë-penquio mencudu ic-e-c,Large-AUG-AUG-NEG naked.tailed.armadillo be-Npast-INDIC,Naked-tailed armadillos are not real big,Following Adjectives and Adverbs // “Negative morpheme (p 614),Fleck 2003,Grammar,614,,,,
mats1244,Matses,Pano-Tacanan,-enda,NEG.IMP,suffix,V,CAUS,,Nisi-Ø pe-me-enda ,Snake-Abs bite-CAUS-NEG.IMPER,Dont let a snake bite you!,Imperative suffix,Fleck 2003,Grammar,,332,,,
mats1244,Matses,Pano-Tacanan,-en,NEG,suffix,V,PASS,,umbi debi-Ø cues-ad-en-quio ic-o-sh,1Inst Davy-Abs hit-PASS-NEG-AUG Aux-Past-3 ,Davy didn’t let himself be hit by me,,Fleck 2003,Grammar,922,,,,
mats1244,Matses,Pano-Tacanan,-esa ,NEG.A.NMLZ,suffix,V,REFL,,Pinchuc-n më-se-ad-esa capa ne-e-c,Thorn-Inst hand-pierce-RFLX-NEG.A.Nzr squirrel be-Npast-INDIC,Amazon red squirrels are ones that dont poke themselves on their paws with the thorns [of the pinchuc palm]. ,A= transitive subject,Fleck 2003,Grammar,342,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,COMPL,Ja jawe-tian-bi joxo nawa-baon iamax oa ani joni-baon-bi no-a bichin-ti atipan-yama-ke,3:ABS what-TEMP-EM white outsider-PL:ERG or DIST big person-PL:ERG-EM 1p-ABS take.away.from-INF can-NEG-CMPL,Neither the mestizos nor any other powerful people can ever take it (our knowledge to make designs) away from us,Completive aspect,Valenzuela (2003) ,Grammar,252,146,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,COMPL,E-a-ra e-n-bi-x-shaman beno-ama-[a] iki ,1-ABS-EV 1-NOM-EM-S-INTENS get.married-NEG-PP2 AUX ,I didn’t get married on my own will,PP2 (completive participle),Valenzuela (2003) ,Grammar,190,847,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,DEPREC,"Titá, samá-yama-isi-we! ",mother:VOC fast-NEG-DEPREC-IMP,"Mother, don’t fast (to acquire special powers)!",DEPREC (deprecatory),Valenzuela (2003) ,Grammar,291,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,DIM,Anita-ma-shoko-tonin-ki,Small-NEG-DIM-LOC-HSY2,,adjetives? ,Valenzuela (2003) ,Grammar,144,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,DS ,"...mi-n jojó a-yama-[a]i-tian-ra e-n mi-a rao-n-ribi-ai, mecha ochíti ik-ai kaman!",2-ERG ONOM:bark do.T-NEG-S-DS-EV 1-ERG 2-ABS plant.medicine-TRNZ-REP-INC good.hunter dog do.I-PP1 until,"If you do not bark (at animals) I will treat you with plant medicine again, until you become a good-hunter dog. (talking to dog while curing it) ",,Valenzuela (2003) ,Grammar,363,293-727,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,EMPH,"Ja waste-n i-xon ainbo-nin joni noko-a, keen-yama-pacho-kin-bi kikin a-kin noi ka-i",that piripiri-INST do.1-PSSA woman-ERG man:ABS meet-PO>S/A want-NEG-always-SSSA-EM extremely do.T-SSSA love:SSSI go:INC,"Making use of that piripiri, when the woman meets the man, even though he didn´t want her before, he is going to fall in love with her",,Valenzuela (2003) ,Grammar,428,559,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,,EMPH,Yanka-biresa e-a bachimee-ke ikon-tani i-ke-n-ma-bi.,In-vain-purely:EV 1-ABS pull.by.the.hair:MID-CMPL true-ATT be-P-DS-NEG-EM,"I was pulled by the hair unfairly, without it being true (i.e. a woman thought I was having an affair with her husband and pulled me by the hair)",,Valenzuela (2003) ,Grammar,410,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,EVD,Toxbá-paké-yama-ra-kan-ai ,Float-going.down-NEG-EV-PL-INC,(They) do not go floating down the river,,Valenzuela (2003) ,Grammar,538,363,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,,EVD,Yamet-a-ma-bi-ra jain oxa-ti bena-kan-ke,(become)night-PP2-NEG-EM-EV there sleep-INF look.for-PL-CMPL,"Before it became night, they looked for a place to sleep",,Valenzuela (2003) ,Grammar,496,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,FUT ,"Ne-ská-bi-ra mato ja-nonx iki: mato-n xeki bana-a-ra ishto-n i-ama-nonx iki, kimisha oxe-pari-ra mato i-nonx iki jawéki-a-kas-i manat-i.",PROX-SIML-EM-EV 2P:ABS exist-FUT 2P-ERG corn:ABS sow-PO>S/A-EV fast-ADVZ do.I-NEG-FUT three month-yet-EV 2P:ABS do.I-FUT food-do.T-DES-SSSS wait-SSSS,"You will live just like this: when cultivating corn it will not grow quickly, you will first have to wait three months in order to eat it. ",,Valenzuela (2003) ,Grammar,307,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,IMP ,"Titá, samá-yama-isi-we! ",mother:VOC fast-NEG-DEPREC-IMP,"Mother, don’t fast (to acquire special powers)!",,Valenzuela (2003) ,Grammar,291,186-398,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,INCMPL,"E-n oin-a iki ja-ska-ra; icha baritia iki ja, ikaxbi e-a sihman-beno[t]-yama-[a]i",1-ERG see-PP2 AUX that-SMIL-ra much time COP that:ABS but 1-ABS mind/thinking-fail-NEG-INC,"That is what I saw; this happened a long time ago, but I don’t forget it",INC =  (incompletive aspect),Valenzuela (2003) ,Grammar,157,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-kashama,NEG,suffix,,,INCMPL,Jawe kopi-ki mi-a ransa-kashama-[a]i? ,what reason/cause-INT 2-ABS dance-DES:NEG-PP1,,desiderative+negative. PP1 (incompletive participle)  ,Valenzuela (2003) ,Grammar,,458,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,P ,"bakish oi be-yama-iba-ke-tian-ra, e-n moa pei bi-a i-kean-ke",one.day.away rain.ABS come.n.SG-NEG-PST2-P-DS-EV 1-ERG already leaf:ABS get-PP2 do.I-FRUST-CMPL,"If it had not rained yesterday, I would have gone to get palm leaf (for the roof)",Previous event,Valenzuela (2003) ,Grammar,501,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,PL,Oro-kin-yama-wan-kan-ke,clear.chacra-ASSOC-NEG-PST1-PL-CMPL,(They) did not help (her/him) clear the chacra earlier today,,Valenzuela (2003) ,Grammar,141,174-399-436-501-697,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,,PL,Ja-ská-ke-tian-ronki ja washit-a-ma-bo ik-á iki: ,That-SIML-P-DS-HSY that deny-PP2-NEG-PL:ABS do.I-PP2 AUX,Then the woman who had not denied her the roasted peanuts said: ,Plural:ABS,Valenzuela (2003) ,Grammar,561,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,PREV,Ja-ra no-n senen-a-yama-na-ke,3:ABS-EV 1p-ERG edge-do.T-NEG-PREV-CMPL,Beware that we do not finish it (on time),PREV (preventive),Valenzuela (2003) ,Grammar,293,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,PST,Moan-tian nawa-baon chopa no-n bi-ama-katit-ai,Already-TEMP mestizo-PL:GEN cloth 1p-ERG get-NEG-PST4-INC,"Long time ago, we did not buy pieces of cloth in the store",,Valenzuela (2003) ,Grammar,288,347,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,SSSA,"...joni-shoko mi-on keen-ai-bi mi-a ja-on keen-yama-kin, mi-n pe-chi waste-n nashi-xon-ti atipan-ke",Man-DIM:ABS 2-INTRSS want-SDS-EM 2-ABS 3-INTRSS want-NEG-SSSA 2-ERG BACK-BUTTOCKS piripiri-INST bathe-mMAL-INF:ABS can-CMPL,"Even if (that) little man loves you, if you don´t lve him you can bathe with the “piripiri to be left behing,” to his detriment (to get rid of him","Simultaneous event, same subject, A-orientation",Valenzuela (2003) ,Grammar,343,494,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,,SSSS,nete be-ain-tian pikó-pao-ni-ke ja-n ak-ai joni oxa oxa-yama-i,day come.n.SG-S-DS take.out:MID-HAB-REM-CMPL 3-ERG do.T.PP1 man:ABS sleep sleep-NEG-SSSS,When the day arrived the organizer came out (of his mosquito net) without sleeping much,"Simultaneous event, same subject, S-orientation",Valenzuela (2003) ,Grammar,474,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,ASSOC,,Oro-kin-yama-wan-ka-ke,clear.chacra-ASSOC-NEG-PST1-PL-CMPL,(They) did not help (her/him) clear the chacra earlier today,,Valenzuela (2003) ,Grammar,141,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,ATT,,Bo-tan-we! Jawe-a-ti onan-tani-ma i-ken-bi mato-n atapa xepo-kin-ti-bires.,Carry-go.and.return-IMP what do.T-INF know-ATT-NEG be-PDS-EM 2p-GEN chicken:ABS lock-ASSOC-INF-purely,"Take him with you! Although he hardly knows how to do anything, at least he can help you lock up your chickens",,Valenzuela (2003) ,Grammar,754,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,BEN,,Jawen ani-baon jawe-bi a-xon-yama-ke,POS3 parent-PL:ERG what:ABS-EM do.T-BEN-NEG-CMPL,Her parents did not do anything (prohibited) to her benefit ,The negative has scope over the base predicate do rather than over the applicative “predicate” -xon,Valenzuela (2003) ,Grammar,198,727-847,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,CAUS,,No-a jawe-bi maxká-ma-yama-[a]i joni,1p-ABS what:ABSEM lack-CAUS-NEG-PP1 man,a man who provides for us (lit. A man who does not leu us lack anything),,Valenzuela (2003) ,Grammar,259,261-501-800,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,CAUS,,"Tita-n-ra chonon Biri bewa-ma-ke, i-ma-kas-kin-ma-bi",Mother-ERG-EV Chonon Biri:ABS sing-CAUS-CMPL do-CAUS-DES-SSSA-NEG-EM,Mother(j) made Chonon Biri sing agains her(j) will (lit. Without wanting to cause it) ,,Valenzuela (2003) ,Grammar,655,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,COMPL,,"...joni mawá-ke-tian miin-kati-kan-ai yoxan-baon ak-á maweta meran, raka-n-a-ma",person:ABS die-P-DS bury-PST4-PL-INC old.woman-PL:ERG do-T-PP2 big.jar inside lying.position-TRNZ-PP2-NEG,"..when a person died (s)he was buried in a big jar which the elderly women had made, the dead was seated straight inside the big jar, (s)he was not laid.",PP2 = Completive particle,Valenzuela (2003) ,Grammar,260,334-392,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,DES,,"Tita-n-ra chonon Biri bewa-ma-ke, i-ma-kas-kin-ma-bi",Mother-ERG-EV Chonon Biri:ABS sing-CAUS-CMPL do-CAUS-DES-SSSA-NEG-EM,Mother(j) made Chonon Biri sing agains her(j) will (lit. Without wanting to cause it) ,,Valenzuela (2003) ,Grammar,655,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,DS,,Yanka-biresa e-a bachimee-ke ikon-tani i-ke-n-ma-bi.,In-vain-purely:EV 1-ABS pull.by.the.hair:MID-CMPL true-ATT be-P-DS-NEG-EM,"I was pulled by the hair unfairly, without it being true (i.e. a woman thought I was having an affair with her husband and pulled me by the hair)",,Valenzuela (2003) ,Grammar,410,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,INF,,"Jain ik-á iki manan keyá, tso-n-bi mapé-ti-ma",there be-PP2 AUX mountain steep who-ERG-EM climb-INF-NEG,There stood a steep mountain that nobody could climb,,Valenzuela (2003) ,Grammar,240,335-391-451,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,INS,,Pia-n-ma-bi-ra rete-ke,Arrow-INTS-NEG-EM-EV kill-CMPL,(He) killed (it) without an/the arrow,NOUN+NEG. INTS = Instrumental,Valenzuela (2003) ,Grammar,225,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,INTS,,E-n onan-shama-yama-ke o-ri-bo,1-ERG know-INTENS-NEG-CMPL DIST-about-PL,ABS,I don’t know those (places) well,,Valenzuela (2003) ,Grammar,367,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,PL ,,Ja-baon-ra e-a a-kan-an-yama-ke,3-PL:ERG-EV 1-ABS do.T-PL-MAL-NEG-CMPL,They did not do (it) on me,,Valenzuela (2003) ,Grammar,724,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,PL ,,Shipibo-ra kapé pi-kan-ai-bo-ma iki,Shipibo:ABS-EV alligator eat-PL-PP1-PL-NEG COP,The Shipibo don’t eat alligator (lit. The Shipibo are not alligator-eaters,-kan is retained under nominalization,Valenzuela (2003) ,Grammar,437,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,RECP,,Neno-ra tso-a-bi tima-anan-a-ma iki. ,Here-EV who-ABS-EM hit.w/fist-REC-PP2-NEG AUX,Here nobody has hit each other,,Valenzuela (2003) ,Grammar,807,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-ma ,NEG,suffix,,TRNZ,,"...joni mawá-ke-tian miin-kati-kan-ai yoxan-baon ak-á maweta meran, raka-n-a-ma",person:ABS die-P-DS bury-PST4-PL-INC old.woman-PL:ERG do-T-PP2 big.jar inside lying.position-TRNZ-PP2-NEG,"..when a person died (s)he was buried in a big jar which the elderly women had made, the dead was seated straight inside the big jar, (s)he was not laid.",,Valenzuela (2003) ,Grammar,260,,,,
ship1254,Shipibo-Konibo,Pano-Tacanan,-yama,NEG,suffix,,VBZ,,ja axa-n-kan-ke-bi joni ka-yama-a iki jawen awin too-ya i-ke-tian, jawen awin too-ya i-xon yapa pae-n-ma-yama-na-ke-tian,that poison-TRNZ-PL-PDS-EM man:ABS go-NEG-PP2 AUX POS3 wife.ABS round-PROP be-P-DS POS3 wife:ABS round-PROP be-PSSA fish:ABS sour-VBLZ-CAUS-NEG-PREV-P-DS,"Although the people of the village were fishing with barbasco (fish poison), the man did not go because his wife was pregnant; fearing that being pregnant his wife would prevent the fish from getting poisoned",,Valenzuela (2003) ,Grammar,293,,,
yami1256,Yaminahua ,Pano-Tacanan,yama,NEG,suffix,,,IPFV,Ka-yama-fe,Go-NEG-IPFV,Don’t go [No vayas],,Loos & Faust (2002),Grammar,41,,,,
yami1256,Yaminahua ,Pano-Tacanan,ka,NEG.DES,suffix,,,PL,Kirika tapĩ-kaspa-ka-nĩ,book know-NEG.DES-PL-EVID,They don’t want to study (lit. Know) [Ellos no quieren saber],Negative desiderative,Loos & Faust (2002),Grammar,29,,,,
yami1256,Yaminahua ,Pano-Tacanan,yama,NEG,suffix,,,PL,Me-yama-kã-fe,Touch-NEG-PL-IPFV,Don’t touch him! (1SG.PL > 3SG) [No lo toquen],,Loos & Faust (2002),Grammar,127,,,,
yami1256,Yaminahua ,Pano-Tacanan,kaspa,NEG,suffix,,,PROG,Exto ka-kaspa-i,little.brother go-DES.NEG-PROG,The little broder does not want to go [El hermanito no quiere ir],,Loos & Faust (2002),Grammar,128,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,COMPL,,¿Tsoa kirika fi-a-ma-mẽ,who:ERG book receive-COMP-NEG-INTERR,Who didn’t receive a book? [¿Quién no recibió un libro?],,Loos & Faust (2002),Grammar,66,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,DES,,Ě xea-pai-ma,1SG eat-DES-(prog)-NEG,I don’t want to eat (papaya) [No quiero comer (papaya),Answering a question,Loos & Faust (2002),Grammar,36,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,FUT,,anã nõ ano-ax sete-nã-naka-ma,again 1SG.PL LOC-partap fight-RECIP-PROG.FUT-NEG,We are not going to fight there [Ya no pelearemos allá],,Loos & Faust (2002),Grammar,123,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,PL ,,Efẽ fake fo-ita-fo-ma,my son go-PST(YESTERDAY)-PL-NEG,My sons didn’t go yesterday [Mis hijos no fueron ayer],,Loos & Faust (2002),Grammar,120,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,POT,,"ẽ fepe-tiro-ma, na fepo-ti fepo-a",1sg open-POT-NEG this close-NOM close-PART-(COMP),I can’t open the closed door [No puedo abrir la puerta cerrada],,Loos & Faust (2002),Grammar,71,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,PROG,,"maa, ẽ ka-i-ma",No 1sg go-PROG-NEG,"No, I’m not going [No, no me voy]",,Loos & Faust (2002),Grammar,36,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,PST,,"Ẽ-tio o-ni-ma, pishta ẽ o-ni.",My-size come-REM.PST-NEG small 1SG come-REM.PST,"I didn’t came big, I was a child when I came (lit. I didn’t came with the size I am now) [No vine del tamaño que soy ahora",,Loos & Faust (2002),Grammar,57,,,,
yami1256,Yaminahua ,Pano-Tacanan,ma ,NEG,suffix,,RECP,,anã nõ ano-ax sete-nã-naka-ma,again 1pl LOC-PARTAP fight-RECIP-FUT.PROG-NEG,We will not fight there (Spa. Ya no pelearemos allá),,Loos & Faust (2002),Grammar,123,,,,
yora1241,Yora,Pano-Tacanan,-yamã,NEG,suffix,v,,EXH,A-ki afa i-yamã-nõ,3SG-ABLOC something do.ITR-NEG-EXH,So that nothing happens to him,,Lord (2016),Grammar Sketch,113,,,,
yora1241,Yora,Pano-Tacanan,-yamã,NEG,suffix,v,,IMP ,mee-pai-rifa-yamã-fe,Sense-DES-IT.ITR-NEG-IMP,Don’t keep trying to touch it,,Lord (2016),Grammar Sketch,81,,,,
yora1241,Yora,Pano-Tacanan,-yamã,NEG,suffix,v,,IPFV,nokofene noi-yama-i chai-koĩ ferotame-pao-ni-fo,man.ABS like-NEG-IMPF.SS.GVI far-RL suspended.hammock-HAB-PST1-PL,"If they didn’t like a man [who was interested in them], [women] suspended their hammocks way up high",,Lord (2016),Grammar Sketch,83,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,,PERSU,“na chaka-fãfẽ tsoa iyo-chaka-tiro-fo-ma-i na-fãfẽ” ẽ fa-yamea,DEM.VIS bad-PL.ERG someone.ABS transport.MAS.HUM-DIS-POT-PL-NEG-PER DEM-VIS-PL.ERG 1SG.NOM say-PST2,"“these wicked guys don’t transport anyone, they [don’t], so do what I imply. How wicked of them” I said","PER = Persuation marker, if there is no explicit command, it is rendered in free translation as “so do what I imply”",Lord (2016),Grammar Sketch,42,,,,
yora1241,Yora,Pano-Tacanan,-yamã,NEG,suffix,v,,POT,Tene-yama-tiro-xa-kĩ askafa-tiro,Endure-NEG-POT-IVL-IPFV scold-POT,"[A bad person] scolds [others], having had the habit of not enduring [things]",,Lord (2016),Grammar Sketch,89,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,ATTIME,,Ĩ afa fa-yo-fãfain-a-ma kaya-xo-ma,1SG.NOM something.ABS make-ATT-IT.TR-PRF-NEG get.well-PRF-SS-GVT-NEG,"at first I wasn’t making anything, not having gotten well","ATT = if the verb is not negated it means “do x action first”, if the verb is negated it means “yet” or “at first”",Lord (2016),Grammar Sketch,43,,,,
yora1241,Yora,Pano-Tacanan,-yamã,NEG,suffix,v,ATTIME,,faki ka-yo-yama-tã ĩ afa fa-tiro mee-i-ma-ki,where go-ATT-NEG-AP 1SG.NOM something.ABS make-POT sense-IPFV-NEG-PER,"i don’t feel that I can go anywhere yet or cook anything, so do what I imply","ATT = if the verb is not negated it means “do x action first”, if the verb is negated it means “yet” or “at first”",Lord (2016),Grammar Sketch,136,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,DES,,atirifi pãxta noko keyo-pai-tiro-ma,some dog.ERG 1PL.ACC bite-DES-POT-NEG,Some dogs don’t want to bite us,,Lord (2016),Grammar Sketch,20,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,DIS,,“na chaka-fãfẽ tsoa iyo-chaka-tiro-fo-ma-i na-fãfẽ” ẽ fa-yamea,DEM.VIS bad-PL.ERG someone.ABS transport.MAS.HUM-DIS-POT-PL-NEG-PER DEM-VIS-PL.ERG 1SG.NOM say-PST2,"“these wicked guys don’t transport anyone, they [don’t], so do what I imply. How wicked of them” I said",,Lord (2016),Grammar Sketch,42,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,EXH,,A-ki afa i-nõ-ma,3SG-ABLOC something do.ITR-EXH-NEG,So that nothing happens to him,,Lord (2016),Grammar Sketch,113,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,HAB,,E-res i-pao-ni-ma,1SG.NOM-alone do.ITR-HAB-PST1-NEG,Back then I didn’t dance by myself,,Lord (2016),Grammar Sketch,70,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,IPFV,,sábado afa fa-pai-i-ma,saturday something.ABS do-DES-IMPF-NEG,[I] will not try to do anything Saturday,,Lord (2016),Grammar Sketch,62,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,PFV,,A-to fi-a-ma. ,3sg-ERG obtain-PRF-NEG,He didn’t get one,,Lord (2016),Grammar Sketch,23,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,PL,,“na chaka-fãfẽ tsoa iyo-chaka-tiro-fo-ma-i na-fãfẽ” ẽ fa-yamea,DEM.VIS bad-PL.ERG someone.ABS transport.MAS.HUM-DIS-POT-PL-NEG-PER DEM-VIS-PL.ERG 1SG.NOM say-PST2,"“these wicked guys don’t transport anyone, they [don’t], so do what I imply. How wicked of them” I said",,Lord (2016),Grammar Sketch,42,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,POT,,ẽ nami chaka nika-fãĩn-i ka-tiro-ma,1SG.NOM meat bad.ABS hear-MAS.TR-IMPF go-POT-NEG,"On the other hand, I don’t go because of hearing about their old meat",,Lord (2016),Grammar Sketch,43,,,,
yora1241,Yora,Pano-Tacanan,-ma,NEG,suffix,v,PST,,nõko pachia iki-ita-ma,1PL.POSS bananas.ABS enter-PST3-NEG,Our babanas didn’t go in [the river],,Lord (2016),Grammar Sketch,45,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,ADD,,"unay ñuqa-kuna-qa mana-m qawa-rqa-ni-chu, pay-kuna-qa alminus mana-m qawa-rqa-pis-chu",before I-PL-TOP no-EVD see-PST-1-NEG 3PL-TOP at.least no-EVD see-PST-ADD-NEG,"Before, we didn’t see, but they, at least, didn’t see either",,Shimelman (2017) ,Grammar,37,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,CAUS,,Mayqin-ni-ki-pis mana yuya-chi-wa-rqa-nki-chu,which-EUPH-2-ADD no remember-CAUS-1.OBJ-PST-2-NEG,Neither of you reminded me,,Shimelman (2017) ,Grammar,50,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,COND,,Wanu-ku-n-man-tri-ki ima-na-n-man-taq imayna mana kuti-ka-mu-n-man-chu,die-REFL-3-COMP-EVC-KI what-VRBZ-3-COND-SEQ why no return-REFL-CISL-3-COND-NEG,"He could die, of course. What could hapen? Why can’t he come back? ",,Shimelman (2017) ,Grammar,55,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,OBJ,,Mayqin-ni-ki-pis mana yuya-chi-wa-rqa-nki-chu,which-EUPH-2-ADD no remember-CAUS-1.OBJ-PST-2-NEG,Neither of you reminded me,,Shimelman (2017) ,Grammar,50,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,PERSON,,Mana-m ñuqa-qa Viñaq-ta tiqsi-:-chu qam riqsi-nki-chu Min ,No-EVD I-TOP Viñac-ACC be.acquainted.with-1-NEG you be.acquainted.with-2Q Min,"I don’t know Viñac. Do you know it, Min? ",,Shimelman (2017) ,Grammar,37,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu,NEG,enclitic,,PST,,Mana-m ñuqa-kuna-qa talpu-la-:-chu pay-pa wawi-n-mi talpu-la,No-EVD 1-PL-TOP plant-PST-1-NEG he-3 baby-3-EVD plant-PST,We haven’t planted. Her children have planted.,,Shimelman (2017) ,Grammar,38,,,,
yauy1235,Quechua (Yauyos),Quechuan,-chu ,NEG,enclitic,,REFL,,Wanu-ku-n-man-tri-ki ima-na-n-man-taq imayna mana kuti-ka-mu-n-man-chu,die-REFL-3-COMP-EVC-KI what-VRBZ-3-COND-SEQ why no return-REFL-CISL-3-COND-NEG,"He could die, of course. What could hapen? Why can’t he come back? ",,Shimelman (2017) ,Grammar,55,,,,
